G_count,G_mean,G_min,G_p10,G_p50,G_p90,G_spread,H_count,H_mean,H_min,H_p10,H_p50,H_p90,H_spread,S_count,S_mean,S_min,S_p10,S_p50,S_p90,S_spread,T_centered_rescaled_count,T_centered_rescaled_mean,T_centered_rescaled_min,T_centered_rescaled_p10,T_centered_rescaled_p50,T_centered_rescaled_p90,T_centered_rescaled_spread,T_count,T_mean,T_min,T_p10,T_p50,T_p90,T_spread,base_variant,below_floor,corr_S_T,corr_S_Tc,distinct_artists,evaluation_mode,max_artist_share,order_source,playlist_len,runtime_sec,seed,track_ids,variant,weakest_edges
19,0.8052414530201962,0.2730746567249298,0.4977631032466889,0.8783873915672302,1.0000001192092896,0.5022370159626006,19,0.7769654169853087,0.6562552842187754,0.7246281303057208,0.7684251582720835,0.8554458242289007,0.13081769392317988,19,0.7143274042357369,0.44620892627083,0.5730732109707982,0.6906327258664692,0.8459478432828818,0.27287463231208353,19,0.766589158269748,0.18215874926759695,0.3119368202385808,0.988213141677641,0.9982077071931663,0.6862708869545855,19,0.9915299469266945,0.9829010976163667,0.9863989778759771,0.9921304325530941,0.9965903693817806,0.010191391505803504,raw,,-0.1465364879922334,0.25131960887511917,,fixed_order,,raw,20,0.0,8fca450d5b3ec3ce5540d3449ce160d2,3603457deb616a9d6ede2ac468a580ae;8c41f4bdc7029669721e6658a512a875;654bd9f9e0d4fc8fed200eee456af57e;b46a5809384a0e187787440b37381aec;8839b86a632b5a55622ef82a5beef49a;ce1c9d0caedee64dfe0080296c8991c3;fa730ca7ac94db69cd9571c469c7ce11;88f4ab93fd1a1c158e911db5e147d12a;748875056e508a0341efb3515dc04647;b78eb0b97e404040c44ca158df9a146c;6fcc59b05e41fe4123a1850a3f5152ff;68f74811ebb2c2b5c14cd53f72c427ab;6aa1104ce35686d336b3c033d4f2a7a6;b8b0218b187a9cafaff98d78fb87d1ce;cf90d0269bef420e8a4188c6ba629152;420fe64feee033ab0457ef51ef13d8b6;023e79b2627f117ea813914103ac5350;5cd266318e42c972d39893e2f86fbe3d;710c08720935b90cff1885bd18547917;8e6c9fca0c81061284324989c9794260,z_clip,"[(0.9829010976163667, '420fe64feee033ab0457ef51ef13d8b6', '023e79b2627f117ea813914103ac5350'), (0.9843805263328046, '710c08720935b90cff1885bd18547917', '8e6c9fca0c81061284324989c9794260'), (0.9869035907617701, '3603457deb616a9d6ede2ac468a580ae', '8c41f4bdc7029669721e6658a512a875')]"
19,0.8351465745976097,0.5193414688110352,0.7248051166534424,0.8575696349143982,0.9339571714401245,0.20915205478668208,19,0.8023335263824346,0.4497002858760307,0.6651040916001215,0.8384959734128895,0.9016298618914916,0.23652577029137012,19,0.4748943754449152,-0.08322829755629091,0.2694087380616374,0.5601847356001393,0.668247617712061,0.3988388796504236,19,0.7199782603310558,0.019278514877421937,0.06216230511163089,0.9377617577115751,0.9973322621969376,0.9351699570853067,19,0.9987672127520703,0.9973833013961259,0.9976842872458073,0.9989226733083982,0.999609821529942,0.0019255342841347778,raw,,-0.11899375506278059,0.34144234564552295,,fixed_order,,raw,20,0.0,0bc27f40537a4e095563d3e284cf0e16,799980288881f905cb697ba39e1c1c2e;d36536a2c4fc406dfded7a0513670cd1;f9676c07bdb68a7255ffeaa1a4ec1d79;043f790cf501464b23151f7ef14f76bb;001905b8917adf80661687e199f385be;d58bdf9099d9f3b29e89772e5d5622d1;51dfde316e7f794ce20c8ef3b356f01d;c7c750d78f96d9da01dc114b1e226131;f8060d83e2c6779033d924c6e633decd;72e460c337a01dab4e493e0ee0a73f4c;de16bff37ce259c7bf0a65c6a831daff;9277d28f144924f97cedf2ed77973d5d;28a3ea167887b65ab5fc95cc5cb567b9;ae3f770bb7af6d00834df824ce25fcf4;485c263c0a930707e562dd2f39a988e8;e61049a40eae323c5f8d4256be22e7dd;83a5c80f0e3ea0c5b47f9e235df1288c;8851cc7cb0356475ba6db065ccaae32d;dd8b04a1d208b299c6d8875dd90bf009;9cbf04427ce02c548a883f91c9f90ebf,z_clip,"[(0.9973833013961259, '83a5c80f0e3ea0c5b47f9e235df1288c', '8851cc7cb0356475ba6db065ccaae32d'), (0.9975761147362902, 'f8060d83e2c6779033d924c6e633decd', '72e460c337a01dab4e493e0ee0a73f4c'), (0.9977113303731865, '51dfde316e7f794ce20c8ef3b356f01d', 'c7c750d78f96d9da01dc114b1e226131')]"
19,0.8825634372861761,0.7579494118690491,0.7857724905014039,0.8960556983947754,0.9567702293395997,0.1709977388381958,19,0.9263888106351464,0.8229230484990906,0.858898592013847,0.9384293104882909,0.9708971588209913,0.11199856680714426,19,0.5241976134377329,0.09261734846836851,0.20772000112480843,0.566707195764791,0.7635005377000362,0.5557805365752277,19,0.8486065671576797,0.12518602211332636,0.48948103588615477,0.9598063136277594,0.9973018594418912,0.5078208235557364,19,0.9992600447523469,0.9978138964226251,0.998384786087481,0.9992630229801469,0.9999088293559245,0.0015240432684434646,raw,,0.24360546172113492,0.5314084339778281,,fixed_order,,raw,20,0.0,acdf2e68f64d9350bcb78c31ff44ba13,acdf2e68f64d9350bcb78c31ff44ba13;6afa3ef81e43cab8709e7f8a2eea7051;a5bf547173fd7cc642206a6ba1d8d863;b693a9711afb583962175e60f9214462;3067465cf624b2975ee1deb200c0e7c4;fdf6a8c26f2b0505d2fa813427c06c7f;52f3062b9db45e7373df735fc378edd5;4915e0199471da2af63e41c857bb58a3;8c451c1f74d536216f8f9f33136206af;bd4d078fd6bf657f1f9f2fbdb996c694;fe7b82d0c779d0a4b2680b25c7cf5768;8ed8c5030c3688ed5b1324e690a95426;dd92832e8ba3fa4ec5f6b86ffbc5de0a;2b61a4b31bd3cb94122a6e94ce32fdbc;b1da5a4181af2206ae7df1eb066fed09;a8e9e2d8f64ab5dafbaae52900449261;8fbda7ce9ccf24cdb238527ac6ab69f1;5fa7127d45766a04c6b09a267f280b3c;c1d1bdefe50dd84f55a70a0a018be477;c8489a9518759166782b33150a307a5a,z_clip,"[(0.9978138964226251, 'b693a9711afb583962175e60f9214462', '3067465cf624b2975ee1deb200c0e7c4'), (0.9983581870997236, 'bd4d078fd6bf657f1f9f2fbdb996c694', 'fe7b82d0c779d0a4b2680b25c7cf5768'), (0.9983914358344205, 'dd92832e8ba3fa4ec5f6b86ffbc5de0a', '2b61a4b31bd3cb94122a6e94ce32fdbc')]"
19,0.8192955443733617,0.4092373251914978,0.6897186398506164,0.8673756718635559,0.9611421108245849,0.27142347097396846,19,0.7335147942200129,0.5774239653953426,0.6411750738466143,0.7438010437052026,0.8047588629155455,0.16358378906893123,19,0.19660060092278409,0.014017676996539106,0.030938750778389933,0.20394819526037092,0.3325358726517224,0.3015971218733325,19,0.5175161305274116,0.013323607745401367,0.021145868973490634,0.5757867088217505,0.9922490108735454,0.9711031419000549,19,0.9978723298135496,0.996082577343526,0.9965613066337317,0.9976803014108085,0.999327994244055,0.002766687610323393,raw,,0.29968962450351744,0.0019539842535097,,fixed_order,,raw,20,0.0,3b36018a85cb7136d3971d8165f86d09,3b36018a85cb7136d3971d8165f86d09;6f66a07685a5b039ca82f435678f7c23;b5f7d2a19d600a6e7ffa636ad5632d67;3da5531686078b7a7418c30574a95f3e;133ad955c18e0f2a6bfc151ede1b0ae0;c4c9320e537060a45be7f714af395593;8a53f2e53c7af10a38932ff08d5ae3be;3ef2dfbd7cb3a78e5f0f25c8c1838c6b;5891a4d1b019824e55202ca5a0db2d21;2407901541a5776df232278e64e4311a;d08b5f53d711e7428529e9a0fe12f2b0;f80d4e074da2453e44e5aec3027f214e;c651cdb63ab09cbce5cc2413218b2116;6d82d55dbc95e90652c8d7993cf7f977;ad73c5c1e0023b5c88ee649d333e3638;ea073206b770bea30d927cea60dd9ba0;cb2b0cd5070ac9fa1a386364a485e261;4b4b64d5fb7906b29da66a062ec3a267;5609042942c507246c8c33892c04667d;0aaa4b3343d4ef9e9fc1a0bb51f99554,z_clip,"[(0.996082577343526, '3da5531686078b7a7418c30574a95f3e', '133ad955c18e0f2a6bfc151ede1b0ae0'), (0.9964840724697147, 'b5f7d2a19d600a6e7ffa636ad5632d67', '3da5531686078b7a7418c30574a95f3e'), (0.996580615174736, '3b36018a85cb7136d3971d8165f86d09', '6f66a07685a5b039ca82f435678f7c23')]"
19,0.8164408457906622,0.6439666748046875,0.7428263783454895,0.7951042056083679,0.9170993208885193,0.17427294254302983,19,0.8574929606475766,0.7479405332433212,0.7855031568666849,0.8410470816853762,0.9446408404035419,0.15913768353685698,19,0.24689064097137775,-0.18123551241205776,-0.06772263675828782,0.31450982453125453,0.46352733050459244,0.5312499672628803,19,0.8761111872641408,0.024840747154770637,0.5720727972783964,0.9857300077978992,0.9988777575996912,0.4268049603212948,19,0.9991895112270701,0.9983583634796963,0.9984272459851378,0.9992195467061593,0.9996716275667005,0.0012443815815627035,raw,,0.1437678834972324,0.013622154667550936,,fixed_order,,raw,20,0.0,7029ff73f9eb24101f7f23c529e432a0,7029ff73f9eb24101f7f23c529e432a0;a5550e8f7b2af0e4300ccadd030dcbd3;3230d17e2bc4be8e570895e1491f0ee4;9f05b8d932365ee362c466ddbb40193e;fc51f66f101de061dbe4fa536444dca2;e6683888d4aa112b547dc9821ab4b11c;06d5b2f8311ab85216aff791163f0a2e;840c3ffa33825fc7321f733db8d659b0;b03922e8c616dc428e8e702331fb66e2;e7903f971f24e7e2eaa5ff1feb09043d;082a1904dc78c43d87b734d72e3cda49;05427b8c365659271393a20726f62e3a;4bd447817531a0bd321ba8840765d3ef;34df38252338af4c46f238dbfaa612e1;f6d00fcdbe3465562383bbdd9bf69050;a6ec114747953dfa7d6b3b4ea69f64cc;7fae329b061bd6dc511975eb3c20caaa;119801eceb0e273e18b7458af1d45687;c0d0baaa4e50fd91eb185b08209d5ad0;dc40e593268035c38ff9acef80ee523d,z_clip,"[(0.9983583634796963, '840c3ffa33825fc7321f733db8d659b0', 'b03922e8c616dc428e8e702331fb66e2'), (0.9984190637426512, '3230d17e2bc4be8e570895e1491f0ee4', '9f05b8d932365ee362c466ddbb40193e'), (0.9984292915457594, 'a6ec114747953dfa7d6b3b4ea69f64cc', '7fae329b061bd6dc511975eb3c20caaa')]"
19,0.663989793313177,0.3908909261226654,0.49002419114112855,0.6824009418487549,0.7926499009132385,0.30262570977210995,19,0.6601864113777202,0.268803110308296,0.4320050117104558,0.7166943295843515,0.7954325289087297,0.36342751719827393,19,0.08440076420876881,-0.4715933538044754,-0.4148050467857091,0.12820149678687537,0.394268135272706,0.8090731820584152,19,0.7596739773613533,0.19279749865407597,0.2191564485726665,0.954229854783331,0.9987721033409279,0.7796156547682614,19,0.9960794257148281,0.989740595678701,0.9924899909121007,0.9973729115988054,0.9988619304989316,0.00637193958683091,raw,,0.19682377727059513,0.5796058990791928,,fixed_order,,raw,20,0.0,59c65bdc6541ff1cb74bc412439ec860,2d8cb03ab2d7039da33147b1332f2bfc;d76709661b04c3be5ab25da9666b8a43;6708deb304e4ee4506056ba7c88e8417;b127cddea80c570267899c257ce73c9c;cc83d68f56993d65794b3d5736564359;ab9489986d1a2750a32e8e9e7d6cda63;45d8d2d1a86dafc06f89702f9972cbd4;c888cd6f5262590fb18063f90b40264b;fa7a11b093bda6703e55dc21b36bddda;0ea245f4dfd4e1e025337be93b4c1ae6;56d0e84ff1ac12bde7df520c348fc593;99126ebe20c7b9c4bdac50791e111e63;468424d0a576e8d8a8949fa90e93261f;64336e7edc77efb78194f02458159ab7;99c9088a86cda2f145dd18b0e92d5c15;b46af2d18e4bcb25965cb255fd557715;ffae17c445d240a193138d8ce3b706ab;50084a32d356b708b1946f67e097986d;6cda9d07eaf5ce118ec774b032102b65;598a20dee4ce57bcb1ace811f406e4d5,z_clip,"[(0.989740595678701, '56d0e84ff1ac12bde7df520c348fc593', '99126ebe20c7b9c4bdac50791e111e63'), (0.9920029078599633, '6708deb304e4ee4506056ba7c88e8417', 'b127cddea80c570267899c257ce73c9c'), (0.992611761675135, '2d8cb03ab2d7039da33147b1332f2bfc', 'd76709661b04c3be5ab25da9666b8a43')]"
19,0.7342095908365751,0.5695445537567139,0.6014073610305786,0.7279098629951477,0.8570570230484008,0.25564966201782224,19,0.6145468640193674,0.42459412169225264,0.442114328089865,0.593227397782583,0.8159026916239094,0.3737883635340444,19,0.37716670420327975,-0.02577759037537022,0.13313838158067073,0.3578297676981513,0.6180084145343225,0.48487003295365183,19,0.9255262908701432,0.04936252831904464,0.8901174817745139,0.9960707468572962,0.999565923328277,0.1094484415537631,19,0.9806752998025479,0.9447798668894618,0.9593645291230769,0.989894352758158,0.9964574138107535,0.037092884687676575,raw,,-0.19107285421704429,0.04117812421974156,,fixed_order,,raw,20,0.0,0444b0980d04fe54576f8bd4861974f2,0444b0980d04fe54576f8bd4861974f2;b77d67a0cae184ba1e35f7914fdd1190;ce367e30545cff565358f25d0dd0a857;5f6f637988c5adf4477f172e789e2684;a4c5fec7592cdc172443139824b13125;caef37f298715fc9c6ebad6eba43275d;8ba0b679e071423222f4d1acaede61ca;d3fcbd5876a577ada80e8e2a8675dd29;cb112dddcdec17901a52e61a8f7851fd;0ee672b98061f4974478385e493b91a4;5acba8ba9e9c55951ed6d7cd94e125a7;756946f3e8da2d0d3df40d25930d7606;5456bf0feb75e7623ceef30edcce1aa5;2409215d1ab3aac3edd01aa92ea0d848;45499cbaba96254a52a7318be359310d;afc4311270b337fa68e4c71619838691;2c5f088a7ad1df127ff8a8ceed4f3ae7;9845bd663043d16d0dcae5d437c33d91;3710d5d7006fd738a034a03135b51a0b;6d39972ced3bac6364e4a708a14aa5e5,z_clip,"[(0.9447798668894618, 'ce367e30545cff565358f25d0dd0a857', '5f6f637988c5adf4477f172e789e2684'), (0.9543665728458239, '0ee672b98061f4974478385e493b91a4', '5acba8ba9e9c55951ed6d7cd94e125a7'), (0.9606140181923901, 'd3fcbd5876a577ada80e8e2a8675dd29', 'cb112dddcdec17901a52e61a8f7851fd')]"
19,0.6680195362944352,0.5192892551422119,0.5304142594337463,0.6423445343971252,0.7907872915267943,0.26037303209304796,19,0.8187758104256776,0.5190395906552872,0.7253661353088472,0.8341386911636648,0.9282718148951751,0.20290567958632788,19,-0.03611362932701062,-0.44293194891689686,-0.36656218613831854,-0.049946673998001456,0.3111337123799921,0.6776958985183106,19,0.6637078246959964,0.011534944187144014,0.020099979893207765,0.8856334765556542,0.9929402021319654,0.9728402222387577,19,0.9978218790229431,0.9943329376845291,0.9953296412295761,0.9981019514880565,0.9994246869164268,0.004095045686850707,raw,,0.10689515838247894,0.4149012434016376,,fixed_order,,raw,20,0.0,1777337d5fd921d6267653052168c446,1777337d5fd921d6267653052168c446;5786730631b34b664f92ddc081cc3287;741c330025f10b8295fe30caa4e82111;75227cbcbec465842c68536a292b9306;14d0334efdb7e4f710c04b26bb74764c;b0e490100ff50267d3236b8f090af003;f9bb3c56cfa14426a7fe8a2c6358a35e;52e35e9c2dbe28ca312bc5721910d39e;51eb57d9683665cf0001bd4adebd5e8f;31c98326bd8940c00708aed7da476e7d;afa4dc6422b2b70baa1224813f878770;6a0096f66a859cad4c8fc820c9bcbba1;3b299f5d00bb4ca0319fbb4581cb1b41;80d9801103cfcc565b905b91e725e1f9;80e32ad8d5f2cc09bc57bcf125b53034;3b43ed06319adee209feefdb10e19eb7;376bbb4883b4aac0265d408609ace4af;f3104e948d1e87ec45b17e30261aef0d;56df17f0b983f8a8533a2a02712e5baf;83be474a9922028ed27b03745cf2775d,z_clip,"[(0.9943329376845291, 'f9bb3c56cfa14426a7fe8a2c6358a35e', '52e35e9c2dbe28ca312bc5721910d39e'), (0.9943634353071004, '56df17f0b983f8a8533a2a02712e5baf', '83be474a9922028ed27b03745cf2775d'), (0.9955711927101951, '51eb57d9683665cf0001bd4adebd5e8f', '31c98326bd8940c00708aed7da476e7d')]"
19,0.8620482181247912,0.7762932777404785,0.7892242908477783,0.8646308779716492,0.9239060163497924,0.13468172550201407,19,0.8955428216856712,0.8041200830975533,0.8199616866756025,0.9052972888385938,0.948346802412045,0.1283851157364425,19,0.2654402588592214,-0.022284684854045306,0.021488631562074367,0.17856261563791365,0.6218182744559018,0.6003296428938274,19,0.9962245881178569,0.9786841899914693,0.9941663209428846,0.9978269373136466,0.9994317231217794,0.005265402178894818,19,0.9995283053487983,0.9988882130897023,0.9991192200439939,0.9996134924486527,0.999873935784934,0.000754715740940104,raw,,-0.027714843849307964,0.24571776512915106,,fixed_order,,raw,20,0.0,4d80dd4a8252175fa46dd09da61b5ee7,4d80dd4a8252175fa46dd09da61b5ee7;9d66b7429cade805f989cbf48f51d593;9f05b8d932365ee362c466ddbb40193e;035b7e7b56a2488167340093b21b3da5;630d126c3c7a7308f8136f4ab99a7fb2;459df1691f859031a3bd367b093c15e3;57c82e84cf82192c5b1ec5cfafe1b54d;5f9b89f33543a140c0ba783f03f4c20f;05427b8c365659271393a20726f62e3a;3704e257e8d36d7519e5f1221fe5a904;082a1904dc78c43d87b734d72e3cda49;e339d37692edadd8b6bcdd9a82d0151e;3960db386583256b9d16127eba64f7a1;a35b42a52272c55112a94998fbcf0eec;40d61d88303424e43ed2df0d4e47a0a4;32aa2f401a4cb7f9644425049c79b2d7;1829f34c01b309b1b5c4c49e97e007bf;598c570775d830e66d2b337a46fa5242;19d58c1958b465352b3b528c08314b6c;4bd447817531a0bd321ba8840765d3ef,z_clip,"[(0.9988882130897023, '082a1904dc78c43d87b734d72e3cda49', 'e339d37692edadd8b6bcdd9a82d0151e'), (0.9990016759113642, '4d80dd4a8252175fa46dd09da61b5ee7', '9d66b7429cade805f989cbf48f51d593'), (0.9991486060771513, '3960db386583256b9d16127eba64f7a1', 'a35b42a52272c55112a94998fbcf0eec')]"
19,0.6256558142210308,0.1915121078491211,0.248496150970459,0.6866492629051208,0.951516616344452,0.703020465373993,19,0.7413108349140758,0.4682419692889343,0.569537164977769,0.7246401804411705,0.8753423419451959,0.30580517696742693,19,0.7116969486883399,0.43011583733923014,0.5083882279127784,0.7301977114459424,0.8643946816533304,0.35600645374055206,19,0.9069858362308394,0.1483951632867015,0.7427743947038454,0.9936055592444678,0.9992281513394627,0.2564537566356173,19,0.99442943211168,0.9887029408116045,0.9894643707555985,0.9934419034403477,0.9987197122680592,0.009255341512460769,raw,,-0.24371431938597693,0.15787017106885728,,fixed_order,,raw,20,0.0,48e8112620e12155ebf8d853b64849bc,48e8112620e12155ebf8d853b64849bc;67ba757ebc545ee3e915cd0e9e433423;420fe64feee033ab0457ef51ef13d8b6;dceb75c623af13933c9f5b1d963badef;cf1fa973d3efb7607dac8fc65db5852b;d69f4ce6950e322df92c647c2016aa13;fc8508d2215900e9db986647a7922281;53eaec189ac15b4da3664179b0724805;70c71652ec79b0a3dca52f21bf0fcee3;6a9dcdf7d456df7423198404ec7dbc84;fe5f88f977d85fd9460b044ba77141fa;c9befa0ca4e5fde9614793b4a034bf9d;a12334931d4e60d00226bbc4f565ef53;f9db05f2cb96f536e70b8378291e8eca;15af7812ebe0e8eb1e86c352a10f13aa;d30fd0185bd3be47bb48a002337b1737;044a346bc3c32c33f44d5477ef2383a1;be7bf1d59e914cb49236853fe6d6d435;8476a5cef8d209edd8370787e8ba7642;251fbfaa9d3e87b61a74e97c136ac8b9,z_clip,"[(0.9887029408116045, '15af7812ebe0e8eb1e86c352a10f13aa', 'd30fd0185bd3be47bb48a002337b1737'), (0.9887100678346957, '70c71652ec79b0a3dca52f21bf0fcee3', '6a9dcdf7d456df7423198404ec7dbc84'), (0.9896529464858241, '53eaec189ac15b4da3664179b0724805', '70c71652ec79b0a3dca52f21bf0fcee3')]"
